bin,p_mean,y_mean,count,fold,model,world
4,0.31746194914491926,0.8787878787878788,33,8,Logistic_L2,WI_prevalence_shift
5,0.3685165515952759,0.9565217391304348,46,8,Logistic_L2,WI_prevalence_shift
6,0.4043023900161967,0.8947368421052632,19,8,Logistic_L2,WI_prevalence_shift
7,0.4923734604555473,1.0,60,8,Logistic_L2,WI_prevalence_shift
8,0.5654764949810452,1.0,70,8,Logistic_L2,WI_prevalence_shift
9,0.6491041534611085,0.9736842105263158,38,8,Logistic_L2,WI_prevalence_shift
11,0.7681810704740045,0.0,1,8,Logistic_L2,WI_prevalence_shift
12,0.8450354844676704,1.0,58,8,Logistic_L2,WI_prevalence_shift
13,0.9024418233308171,1.0,28,8,Logistic_L2,WI_prevalence_shift
14,0.9767636632846639,0.9875,80,8,Logistic_L2,WI_prevalence_shift
0,0.008632868036706735,0.004265219077161691,2579,8,RandomForest,WA_clean
1,0.09271892655367231,0.1271186440677966,118,8,RandomForest,WA_clean
2,0.15811111111111106,0.21666666666666667,60,8,RandomForest,WA_clean
3,0.22835858585858587,0.30303030303030304,33,8,RandomForest,WA_clean
4,0.30476190476190473,0.5714285714285714,7,8,RandomForest,WA_clean
5,0.3698809523809524,0.8571428571428571,7,8,RandomForest,WA_clean
6,0.426875,1.0,4,8,RandomForest,WA_clean
7,0.505625,1.0,4,8,RandomForest,WA_clean
8,0.5616666666666666,1.0,2,8,RandomForest,WA_clean
10,0.6808333333333333,1.0,1,8,RandomForest,WA_clean
12,0.8,1.0,1,8,RandomForest,WA_clean
0,0.010597008320056646,0.08921933085501858,1883,8,RandomForest,WI_prevalence_shift
1,0.09415441176470588,0.7610294117647058,272,8,RandomForest,WI_prevalence_shift
2,0.16271491228070176,0.8473684210526315,190,8,RandomForest,WI_prevalence_shift
3,0.23303952991452995,0.8910256410256411,156,8,RandomForest,WI_prevalence_shift
4,0.309775641025641,0.9423076923076923,52,8,RandomForest,WI_prevalence_shift
5,0.3740635738831616,0.9896907216494846,97,8,RandomForest,WI_prevalence_shift
6,0.42795,1.0,50,8,RandomForest,WI_prevalence_shift
7,0.5060694444444445,1.0,60,8,RandomForest,WI_prevalence_shift
8,0.5601190476190476,1.0,28,8,RandomForest,WI_prevalence_shift
10,0.6808333333333334,1.0,13,8,RandomForest,WI_prevalence_shift
12,0.8000000000000003,1.0,15,8,RandomForest,WI_prevalence_shift
0,0.008218608216317945,0.011001517450682853,2636,9,Logistic_L2,WA_clean
1,0.09296394250689984,0.08641975308641975,81,9,Logistic_L2,WA_clean
2,0.1632216886470706,0.25806451612903225,31,9,Logistic_L2,WA_clean
3,0.22768145948515342,0.047619047619047616,21,9,Logistic_L2,WA_clean
4,0.2994541763781583,0.0,10,9,Logistic_L2,WA_clean
5,0.3656917846012402,0.625,8,9,Logistic_L2,WA_clean
6,0.42494461851041304,0.6666666666666666,3,9,Logistic_L2,WA_clean
7,0.48814761124301875,0.25,4,9,Logistic_L2,WA_clean
8,0.574461877028418,1.0,2,9,Logistic_L2,WA_clean
9,0.6224267619721415,1.0,2,9,Logistic_L2,WA_clean
10,0.6789167591781768,1.0,2,9,Logistic_L2,WA_clean
11,0.76627596575968,1.0,2,9,Logistic_L2,WA_clean
12,0.8258007811923662,1.0,2,9,Logistic_L2,WA_clean
13,0.8833928877641763,1.0,4,9,Logistic_L2,WA_clean
14,0.9775112525383984,0.625,8,9,Logistic_L2,WA_clean
0,0.01004716830902082,0.17971698113207546,2120,9,Logistic_L2,WI_prevalence_shift
1,0.0856105514556573,0.7232704402515723,159,9,Logistic_L2,WI_prevalence_shift
2,0.16708284657407024,0.8412698412698413,126,9,Logistic_L2,WI_prevalence_shift
3,0.21988027134873928,0.4782608695652174,23,9,Logistic_L2,WI_prevalence_shift
4,0.2995910967453333,0.0,8,9,Logistic_L2,WI_prevalence_shift
5,0.36433651205160356,0.9666666666666667,60,9,Logistic_L2,WI_prevalence_shift
6,0.42485728649856186,0.9736842105263158,38,9,Logistic_L2,WI_prevalence_shift
7,0.4910100386438673,0.9,20,9,Logistic_L2,WI_prevalence_shift
8,0.5764736937706881,1.0,29,9,Logistic_L2,WI_prevalence_shift
9,0.6228992081943607,1.0,27,9,Logistic_L2,WI_prevalence_shift
10,0.6787790808014023,1.0,32,9,Logistic_L2,WI_prevalence_shift
11,0.76627596575968,1.0,32,9,Logistic_L2,WI_prevalence_shift
12,0.8261066880433001,1.0,30,9,Logistic_L2,WI_prevalence_shift
13,0.8862165978823995,1.0,55,9,Logistic_L2,WI_prevalence_shift
14,0.9907333899161402,0.9649122807017544,57,9,Logistic_L2,WI_prevalence_shift
0,0.008887279515900605,0.006952491309385863,2589,9,RandomForest,WA_clean
1,0.09088709677419356,0.08870967741935484,124,9,RandomForest,WA_clean
2,0.16227124183006536,0.27450980392156865,51,9,RandomForest,WA_clean
3,0.2263095238095238,0.3333333333333333,21,9,RandomForest,WA_clean
4,0.2964583333333333,0.3333333333333333,12,9,RandomForest,WA_clean
5,0.3590277777777778,0.8333333333333334,6,9,RandomForest,WA_clean
6,0.42937500000000006,1.0,4,9,RandomForest,WA_clean
7,0.49833333333333335,1.0,1,9,RandomForest,WA_clean
9,0.6427083333333333,1.0,4,9,RandomForest,WA_clean
10,0.6980555555555555,1.0,3,9,RandomForest,WA_clean
12,0.8058333333333333,1.0,1,9,RandomForest,WA_clean
0,0.01318278201865988,0.1256997455470738,1965,9,RandomForest,WI_prevalence_shift
1,0.09584039548022599,0.6652542372881356,236,9,RandomForest,WI_prevalence_shift
2,0.16726600985221673,0.9064039408866995,203,9,RandomForest,WI_prevalence_shift
3,0.2282311320754717,0.9150943396226415,106,9,RandomForest,WI_prevalence_shift
4,0.30882440476190476,0.9107142857142857,56,9,RandomForest,WI_prevalence_shift
5,0.35259868421052626,1.0,76,9,RandomForest,WI_prevalence_shift
6,0.4305246913580247,1.0,54,9,RandomForest,WI_prevalence_shift
7,0.49833333333333335,1.0,6,9,RandomForest,WI_prevalence_shift
9,0.639590395480226,1.0,59,9,RandomForest,WI_prevalence_shift
10,0.6938565891472868,1.0,43,9,RandomForest,WI_prevalence_shift
12,0.8058333333333335,1.0,12,9,RandomForest,WI_prevalence_shift
0,0.008281910789708153,0.007984790874524715,2630,10,Logistic_L2,WA_clean
1,0.09164540528593425,0.1506849315068493,73,10,Logistic_L2,WA_clean
2,0.16748340529361375,0.2,30,10,Logistic_L2,WA_clean
3,0.23025635310468417,0.14285714285714285,21,10,Logistic_L2,WA_clean
4,0.29746126083669033,0.23076923076923078,13,10,Logistic_L2,WA_clean
5,0.35359121073462485,0.5,12,10,Logistic_L2,WA_clean
6,0.4421312880228936,0.0,2,10,Logistic_L2,WA_clean
7,0.4926357725278961,0.0,5,10,Logistic_L2,WA_clean
8,0.5420777047599057,0.0,1,10,Logistic_L2,WA_clean
9,0.6406050656775745,0.4,5,10,Logistic_L2,WA_clean
10,0.695164066519454,1.0,3,10,Logistic_L2,WA_clean
11,0.7652932322009297,0.0,1,10,Logistic_L2,WA_clean
12,0.8375580799460444,0.8333333333333334,6,10,Logistic_L2,WA_clean
13,0.8988325233481332,0.7142857142857143,7,10,Logistic_L2,WA_clean
14,0.9786088385591627,1.0,7,10,Logistic_L2,WA_clean
0,0.010556577220488897,0.14081733136386015,2031,10,Logistic_L2,WI_prevalence_shift
1,0.08528321278531738,0.8031088082901554,193,10,Logistic_L2,WI_prevalence_shift
2,0.16225541496348217,0.8598130841121495,107,10,Logistic_L2,WI_prevalence_shift
3,0.2321347435618094,0.8070175438596491,57,10,Logistic_L2,WI_prevalence_shift
4,0.2874728452505018,0.8913043478260869,46,10,Logistic_L2,WI_prevalence_shift
5,0.36172083436070285,0.925,80,10,Logistic_L2,WI_prevalence_shift
6,0.45927230343781006,0.0,1,10,Logistic_L2,WI_prevalence_shift
7,0.4926357725278961,0.0,5,10,Logistic_L2,WI_prevalence_shift
8,0.5420777047599057,0.0,1,10,Logistic_L2,WI_prevalence_shift
9,0.658190361259617,0.9565217391304348,23,10,Logistic_L2,WI_prevalence_shift
10,0.6931655902829835,1.0,44,10,Logistic_L2,WI_prevalence_shift
11,0.7652932322009297,0.0,1,10,Logistic_L2,WI_prevalence_shift
12,0.8364581764492031,1.0,79,10,Logistic_L2,WI_prevalence_shift
13,0.9025032422473,0.9846153846153847,65,10,Logistic_L2,WI_prevalence_shift
14,0.9772227649698471,1.0,83,10,Logistic_L2,WI_prevalence_shift
0,0.008622796860928856,0.005017367811655731,2591,10,RandomForest,WA_clean
1,0.09356182795698927,0.12903225806451613,124,10,RandomForest,WA_clean
2,0.1575709219858156,0.2978723404255319,47,10,RandomForest,WA_clean
3,0.2318115942028985,0.43478260869565216,23,10,RandomForest,WA_clean
4,0.2930357142857143,0.35714285714285715,14,10,RandomForest,WA_clean
5,0.3620833333333333,0.8333333333333334,6,10,RandomForest,WA_clean
6,0.4244444444444444,0.6666666666666666,3,10,RandomForest,WA_clean
7,0.48541666666666666,1.0,2,10,RandomForest,WA_clean
8,0.5516666666666665,0.8,5,10,RandomForest,WA_clean
9,0.6191666666666666,1.0,1,10,RandomForest,WA_clean
0,0.011359257313014539,0.09143457698370994,1903,10,RandomForest,WI_prevalence_shift
1,0.10085964912280701,0.7578947368421053,285,10,RandomForest,WI_prevalence_shift
2,0.16036278735632184,0.9310344827586207,232,10,RandomForest,WI_prevalence_shift
3,0.2218066157760814,0.9389312977099237,131,10,RandomForest,WI_prevalence_shift
4,0.2923472222222223,0.9,60,10,RandomForest,WI_prevalence_shift
5,0.3663377192982456,1.0,76,10,RandomForest,WI_prevalence_shift
6,0.4136666666666667,0.975,40,10,RandomForest,WI_prevalence_shift
7,0.48765625,1.0,32,10,RandomForest,WI_prevalence_shift
8,0.5548333333333334,0.9777777777777777,45,10,RandomForest,WI_prevalence_shift
9,0.6191666666666666,1.0,12,10,RandomForest,WI_prevalence_shift
0,0.008980702569775319,0.004982752012265236,2609,11,Logistic_L2,WA_clean
1,0.0944268848679665,0.1368421052631579,95,11,Logistic_L2,WA_clean
2,0.159028662980676,0.0967741935483871,31,11,Logistic_L2,WA_clean
3,0.22879005320021636,0.22727272727272727,22,11,Logistic_L2,WA_clean
4,0.30235274464877043,0.25,12,11,Logistic_L2,WA_clean
5,0.3736063963540628,0.6666666666666666,3,11,Logistic_L2,WA_clean
6,0.4266499413937469,0.42857142857142855,7,11,Logistic_L2,WA_clean
7,0.5016174351086881,0.0,3,11,Logistic_L2,WA_clean
8,0.5674550563216234,0.6,10,11,Logistic_L2,WA_clean
9,0.6185596715355898,0.0,1,11,Logistic_L2,WA_clean
10,0.7206542790256149,1.0,1,11,Logistic_L2,WA_clean
11,0.7654703353736076,1.0,3,11,Logistic_L2,WA_clean
12,0.8264850265559389,1.0,4,11,Logistic_L2,WA_clean
13,0.9107351171604867,1.0,5,11,Logistic_L2,WA_clean
14,0.9839211538382995,1.0,11,11,Logistic_L2,WA_clean
0,0.010605085441240978,0.08417151932239281,1889,11,Logistic_L2,WI_prevalence_shift
1,0.09836588360263432,0.7941176470588235,272,11,Logistic_L2,WI_prevalence_shift
2,0.15442547122537725,0.660377358490566,53,11,Logistic_L2,WI_prevalence_shift
3,0.21860981869091348,0.8875,80,11,Logistic_L2,WI_prevalence_shift
4,0.31386545940205984,0.8181818181818182,44,11,Logistic_L2,WI_prevalence_shift
5,0.38213331280351964,0.9705882352941176,34,11,Logistic_L2,WI_prevalence_shift
6,0.42145076132317044,0.9117647058823529,34,11,Logistic_L2,WI_prevalence_shift
7,0.4842177782120361,0.0,1,11,Logistic_L2,WI_prevalence_shift
8,0.5648594601046403,0.9555555555555556,90,11,Logistic_L2,WI_prevalence_shift
9,0.6185596715355898,0.0,1,11,Logistic_L2,WI_prevalence_shift
10,0.7206542790256149,1.0,18,11,Logistic_L2,WI_prevalence_shift
11,0.7629705500880176,1.0,38,11,Logistic_L2,WI_prevalence_shift
12,0.8286957440620932,1.0,72,11,Logistic_L2,WI_prevalence_shift
13,0.9091871233793648,1.0,41,11,Logistic_L2,WI_prevalence_shift
14,0.9836706163773453,1.0,150,11,Logistic_L2,WI_prevalence_shift
0,0.008610895696006204,0.0031019775106630476,2579,11,RandomForest,WA_clean
1,0.09323691460055097,0.1322314049586777,121,11,RandomForest,WA_clean
2,0.16484693877551018,0.20408163265306123,49,11,RandomForest,WA_clean
3,0.22583333333333336,0.4,25,11,RandomForest,WA_clean
4,0.3043181818181818,0.45454545454545453,22,11,RandomForest,WA_clean
5,0.3603125,0.625,8,11,RandomForest,WA_clean
6,0.435625,1.0,4,11,RandomForest,WA_clean
7,0.5014583333333333,1.0,4,11,RandomForest,WA_clean
8,0.5836111111111112,1.0,3,11,RandomForest,WA_clean
9,0.6566666666666666,1.0,1,11,RandomForest,WA_clean
11,0.7658333333333334,1.0,1,11,RandomForest,WA_clean
0,0.010410946366465314,0.06205381658429435,1821,11,RandomForest,WI_prevalence_shift
1,0.09591983852364475,0.7508650519031141,289,11,RandomForest,WI_prevalence_shift
2,0.1720919540229885,0.8137931034482758,145,11,RandomForest,WI_prevalence_shift
3,0.23140202702702703,0.9121621621621622,148,11,RandomForest,WI_prevalence_shift
4,0.30824858757062146,0.9491525423728814,177,11,RandomForest,WI_prevalence_shift
5,0.36208333333333337,0.972972972972973,74,11,RandomForest,WI_prevalence_shift
6,0.43554012345679005,1.0,54,11,RandomForest,WI_prevalence_shift
7,0.5009134615384615,1.0,52,11,RandomForest,WI_prevalence_shift
8,0.5891666666666666,1.0,34,11,RandomForest,WI_prevalence_shift
9,0.6566666666666665,1.0,10,11,RandomForest,WI_prevalence_shift
11,0.7658333333333333,1.0,13,11,RandomForest,WI_prevalence_shift
0,0.007991503865957322,0.010309278350515464,2619,12,Logistic_L2,WA_clean
1,0.09448492470468935,0.09473684210526316,95,12,Logistic_L2,WA_clean
2,0.16571365274574534,0.23333333333333334,30,12,Logistic_L2,WA_clean
3,0.2359007866061165,0.16666666666666666,18,12,Logistic_L2,WA_clean
4,0.29545372017960647,0.3,10,12,Logistic_L2,WA_clean
5,0.36758838951349787,0.3333333333333333,6,12,Logistic_L2,WA_clean
6,0.42950698499158446,0.0,4,12,Logistic_L2,WA_clean
7,0.522470108492606,0.5,2,12,Logistic_L2,WA_clean
8,0.5505157500048241,1.0,2,12,Logistic_L2,WA_clean
9,0.633048340381422,0.5,4,12,Logistic_L2,WA_clean
10,0.7222861195650279,0.5,2,12,Logistic_L2,WA_clean
11,0.7630958022199856,0.0,2,12,Logistic_L2,WA_clean
12,0.8191826961355057,0.6666666666666666,6,12,Logistic_L2,WA_clean
13,0.9036377757973271,0.75,4,12,Logistic_L2,WA_clean
14,0.9858609875730077,0.5833333333333334,12,12,Logistic_L2,WA_clean
0,0.010763304512190444,0.1809976247030879,2105,12,Logistic_L2,WI_prevalence_shift
1,0.0950007288091712,0.6939890710382514,183,12,Logistic_L2,WI_prevalence_shift
2,0.16155359857088025,0.8301886792452831,106,12,Logistic_L2,WI_prevalence_shift
3,0.23835010603023132,0.7758620689655172,58,12,Logistic_L2,WI_prevalence_shift
4,0.30413063605693363,0.8809523809523809,42,12,Logistic_L2,WI_prevalence_shift
5,0.36919190576129696,0.8461538461538461,26,12,Logistic_L2,WI_prevalence_shift
6,0.40682253240781746,0.0,1,12,Logistic_L2,WI_prevalence_shift
7,0.5295202503600576,1.0,15,12,Logistic_L2,WI_prevalence_shift
8,0.5505157500048241,1.0,30,12,Logistic_L2,WI_prevalence_shift
9,0.6245085296308421,0.9666666666666667,30,12,Logistic_L2,WI_prevalence_shift
10,0.715253945213815,0.9565217391304348,23,12,Logistic_L2,WI_prevalence_shift
11,0.7630958022199856,0.0,2,12,Logistic_L2,WI_prevalence_shift
12,0.8221110139366773,1.0,59,12,Logistic_L2,WI_prevalence_shift
13,0.9065631811587234,0.9767441860465116,43,12,Logistic_L2,WI_prevalence_shift
14,0.9815203030573535,0.956989247311828,93,12,Logistic_L2,WI_prevalence_shift
0,0.008958653353814645,0.006144393241167435,2604,12,RandomForest,WA_clean
1,0.09293333333333335,0.16,125,12,RandomForest,WA_clean
2,0.16445075757575756,0.3409090909090909,44,12,RandomForest,WA_clean
3,0.2331547619047619,0.21428571428571427,14,12,RandomForest,WA_clean
4,0.2920833333333333,0.3333333333333333,12,12,RandomForest,WA_clean
5,0.3633333333333333,0.5555555555555556,9,12,RandomForest,WA_clean
6,0.44583333333333336,1.0,1,12,RandomForest,WA_clean
7,0.5291666666666667,1.0,1,12,RandomForest,WA_clean
8,0.5447222222222222,1.0,3,12,RandomForest,WA_clean
9,0.6616666666666666,1.0,1,12,RandomForest,WA_clean
10,0.7083333333333334,1.0,2,12,RandomForest,WA_clean
0,0.012536047497879559,0.12010178117048347,1965,12,RandomForest,WI_prevalence_shift
1,0.10153201219512195,0.8109756097560976,328,12,RandomForest,WI_prevalence_shift
2,0.17094352617079892,0.9049586776859504,242,12,RandomForest,WI_prevalence_shift
3,0.22650297619047619,0.8392857142857143,56,12,RandomForest,WI_prevalence_shift
4,0.2956428571428571,0.9142857142857143,70,12,RandomForest,WI_prevalence_shift
5,0.36173177083333335,0.984375,64,12,RandomForest,WI_prevalence_shift
6,0.44583333333333336,1.0,9,12,RandomForest,WI_prevalence_shift
7,0.5291666666666667,1.0,12,12,RandomForest,WI_prevalence_shift
8,0.5441421568627451,1.0,34,12,RandomForest,WI_prevalence_shift
9,0.6616666666666666,1.0,9,12,RandomForest,WI_prevalence_shift
10,0.7088888888888889,1.0,27,12,RandomForest,WI_prevalence_shift
0,0.007653882910477662,0.00877527661198016,2621,13,Logistic_L2,WA_clean
1,0.0952774623389865,0.11235955056179775,89,13,Logistic_L2,WA_clean
2,0.16034739178943708,0.17391304347826086,23,13,Logistic_L2,WA_clean
3,0.23146684283332114,0.15,20,13,Logistic_L2,WA_clean
4,0.2916096723748877,0.15384615384615385,13,13,Logistic_L2,WA_clean
5,0.36804098227863874,0.45454545454545453,11,13,Logistic_L2,WA_clean
6,0.42227123187766846,0.5,4,13,Logistic_L2,WA_clean
7,0.48091020768051695,0.25,4,13,Logistic_L2,WA_clean
8,0.5492611628492368,0.6666666666666666,3,13,Logistic_L2,WA_clean
9,0.6542828866803861,1.0,2,13,Logistic_L2,WA_clean
10,0.7073906429670913,0.8,5,13,Logistic_L2,WA_clean
11,0.7435037241296713,0.6666666666666666,3,13,Logistic_L2,WA_clean
12,0.8405023882216258,1.0,3,13,Logistic_L2,WA_clean
13,0.8894550480681366,0.3333333333333333,6,13,Logistic_L2,WA_clean
14,0.979510805424296,0.6666666666666666,9,13,Logistic_L2,WA_clean
0,0.009829548804889126,0.1677169171110034,2063,13,Logistic_L2,WI_prevalence_shift
1,0.09428599829590655,0.6984924623115578,199,13,Logistic_L2,WI_prevalence_shift
2,0.15123483905279464,0.8028169014084507,71,13,Logistic_L2,WI_prevalence_shift
3,0.23486442263691099,0.7083333333333334,48,13,Logistic_L2,WI_prevalence_shift
4,0.27888624879497204,0.7647058823529411,34,13,Logistic_L2,WI_prevalence_shift
5,0.3720973900579708,0.9047619047619048,63,13,Logistic_L2,WI_prevalence_shift
6,0.4151031975744059,0.9259259259259259,27,13,Logistic_L2,WI_prevalence_shift
7,0.47963108283200917,0.75,8,13,Logistic_L2,WI_prevalence_shift
8,0.5445059984831245,0.9565217391304348,23,13,Logistic_L2,WI_prevalence_shift
9,0.6533478559983812,1.0,30,13,Logistic_L2,WI_prevalence_shift
10,0.7106465014776715,0.9811320754716981,53,13,Logistic_L2,WI_prevalence_shift
11,0.742601867716277,0.9666666666666667,30,13,Logistic_L2,WI_prevalence_shift
12,0.8398399177498828,1.0,40,13,Logistic_L2,WI_prevalence_shift
13,0.8857706562243188,0.9210526315789473,38,13,Logistic_L2,WI_prevalence_shift
14,0.9885406345029203,0.9887640449438202,89,13,Logistic_L2,WI_prevalence_shift
0,0.008247382706475377,0.005428460643660334,2579,13,RandomForest,WA_clean
1,0.09177910052910053,0.10317460317460317,126,13,RandomForest,WA_clean
2,0.1584349593495935,0.34146341463414637,41,13,RandomForest,WA_clean
3,0.22240740740740741,0.25925925925925924,27,13,RandomForest,WA_clean
4,0.2959848484848485,0.4090909090909091,22,13,RandomForest,WA_clean
5,0.3539583333333333,0.25,4,13,RandomForest,WA_clean
6,0.43726190476190485,0.7142857142857143,7,13,RandomForest,WA_clean
7,0.505,0.6666666666666666,6,13,RandomForest,WA_clean
8,0.5358333333333334,1.0,1,13,RandomForest,WA_clean
10,0.7216666666666667,1.0,1,13,RandomForest,WA_clean
11,0.74,1.0,1,13,RandomForest,WA_clean
12,0.8475,1.0,1,13,RandomForest,WA_clean
0,0.010666145561924613,0.11255862428348098,1919,13,RandomForest,WI_prevalence_shift
1,0.09107626076260762,0.7084870848708487,271,13,RandomForest,WI_prevalence_shift
2,0.16026869158878504,0.9018691588785047,214,13,RandomForest,WI_prevalence_shift
3,0.2380663430420712,0.8737864077669902,103,13,RandomForest,WI_prevalence_shift
4,0.29573412698412693,0.9047619047619048,126,13,RandomForest,WI_prevalence_shift
5,0.37083333333333346,1.0,15,13,RandomForest,WI_prevalence_shift
6,0.44447740112994355,0.9830508474576272,59,13,RandomForest,WI_prevalence_shift
7,0.4969607843137255,0.9803921568627451,51,13,RandomForest,WI_prevalence_shift
8,0.5358333333333333,1.0,19,13,RandomForest,WI_prevalence_shift
10,0.7216666666666669,1.0,15,13,RandomForest,WI_prevalence_shift
11,0.7400000000000001,1.0,13,13,RandomForest,WI_prevalence_shift
12,0.8475,1.0,11,13,RandomForest,WI_prevalence_shift
0,0.00923933766536381,0.008413001912045888,2615,14,Logistic_L2,WA_clean
1,0.0947980595806516,0.07216494845360824,97,14,Logistic_L2,WA_clean
2,0.16477662255937703,0.16129032258064516,31,14,Logistic_L2,WA_clean
3,0.23300127484463345,0.3333333333333333,18,14,Logistic_L2,WA_clean
4,0.2931710029287285,0.2727272727272727,11,14,Logistic_L2,WA_clean
5,0.36041948625836984,0.2857142857142857,7,14,Logistic_L2,WA_clean
6,0.43073230301914406,0.5,6,14,Logistic_L2,WA_clean
7,0.5026362537626117,0.5,8,14,Logistic_L2,WA_clean
8,0.5554157802526163,1.0,5,14,Logistic_L2,WA_clean
9,0.6359091133480939,0.6666666666666666,3,14,Logistic_L2,WA_clean
10,0.6709965531744775,1.0,2,14,Logistic_L2,WA_clean
11,0.7536238668925724,1.0,1,14,Logistic_L2,WA_clean
12,0.8196368953411817,1.0,5,14,Logistic_L2,WA_clean
13,0.9164356746096751,1.0,1,14,Logistic_L2,WA_clean
14,0.9798611829456525,0.6666666666666666,6,14,Logistic_L2,WA_clean
0,0.01175195017878487,0.15797172111165286,2051,14,Logistic_L2,WI_prevalence_shift
1,0.10486879154450068,0.5935483870967742,155,14,Logistic_L2,WI_prevalence_shift
2,0.17368041835277462,0.7628865979381443,97,14,Logistic_L2,WI_prevalence_shift
3,0.23542107962666625,0.92,75,14,Logistic_L2,WI_prevalence_shift
4,0.2990509734390049,0.9347826086956522,46,14,Logistic_L2,WI_prevalence_shift
5,0.3510902013390311,0.896551724137931,29,14,Logistic_L2,WI_prevalence_shift
6,0.42129178773274983,1.0,41,14,Logistic_L2,WI_prevalence_shift
7,0.49103230150632027,0.96,50,14,Logistic_L2,WI_prevalence_shift
8,0.5592842812265988,1.0,76,14,Logistic_L2,WI_prevalence_shift
9,0.6450349927481345,0.96,25,14,Logistic_L2,WI_prevalence_shift
10,0.6712368953953597,1.0,24,14,Logistic_L2,WI_prevalence_shift
11,0.7536238668925724,1.0,14,14,Logistic_L2,WI_prevalence_shift
12,0.8192098968418501,1.0,72,14,Logistic_L2,WI_prevalence_shift
13,0.916435674609675,1.0,11,14,Logistic_L2,WI_prevalence_shift
14,0.9887569151814118,0.96,50,14,Logistic_L2,WI_prevalence_shift
0,0.008694337194337196,0.0042471042471042475,2590,14,RandomForest,WA_clean
1,0.09273358585858586,0.11363636363636363,132,14,RandomForest,WA_clean
2,0.15952127659574467,0.3191489361702128,47,14,RandomForest,WA_clean
3,0.22309523809523807,0.5238095238095238,21,14,RandomForest,WA_clean
4,0.29875,0.5833333333333334,12,14,RandomForest,WA_clean
5,0.36895833333333333,1.0,4,14,RandomForest,WA_clean
6,0.4375,0.5,2,14,RandomForest,WA_clean
7,0.5061111111111112,1.0,3,14,RandomForest,WA_clean
8,0.5425,1.0,1,14,RandomForest,WA_clean
9,0.6495833333333334,1.0,2,14,RandomForest,WA_clean
10,0.6891666666666667,1.0,1,14,RandomForest,WA_clean
12,0.8016666666666666,1.0,1,14,RandomForest,WA_clean
0,0.010643072556324287,0.08355508249068654,1879,14,RandomForest,WI_prevalence_shift
1,0.09390139335476956,0.7588424437299035,311,14,RandomForest,WI_prevalence_shift
2,0.1594083694083694,0.9004329004329005,231,14,RandomForest,WI_prevalence_shift
3,0.2296025641025641,0.9538461538461539,130,14,RandomForest,WI_prevalence_shift
4,0.29731570512820515,0.9615384615384616,104,14,RandomForest,WI_prevalence_shift
5,0.3696527777777778,1.0,48,14,RandomForest,WI_prevalence_shift
6,0.4483333333333333,1.0,13,14,RandomForest,WI_prevalence_shift
7,0.5025225225225227,1.0,37,14,RandomForest,WI_prevalence_shift
8,0.5425000000000001,1.0,12,14,RandomForest,WI_prevalence_shift
9,0.6496130952380951,1.0,28,14,RandomForest,WI_prevalence_shift
10,0.6891666666666668,1.0,11,14,RandomForest,WI_prevalence_shift
12,0.8016666666666664,1.0,12,14,RandomForest,WI_prevalence_shift
0,0.007907187659933946,0.009523809523809525,2625,15,Logistic_L2,WA_clean
1,0.09094400943316917,0.11702127659574468,94,15,Logistic_L2,WA_clean
2,0.16130735881882513,0.1935483870967742,31,15,Logistic_L2,WA_clean
3,0.23074752153366254,0.3181818181818182,22,15,Logistic_L2,WA_clean
4,0.29391700294715634,0.4444444444444444,9,15,Logistic_L2,WA_clean
5,0.3712791270511624,0.0,6,15,Logistic_L2,WA_clean
6,0.44945703092451317,0.6666666666666666,3,15,Logistic_L2,WA_clean
7,0.4819847315975029,0.75,4,15,Logistic_L2,WA_clean
8,0.5599070904711756,0.5,2,15,Logistic_L2,WA_clean
9,0.6441527992835856,0.3333333333333333,3,15,Logistic_L2,WA_clean
10,0.6946947883830668,0.5,4,15,Logistic_L2,WA_clean
11,0.7997089653571519,1.0,1,15,Logistic_L2,WA_clean
12,0.8538565114062473,1.0,2,15,Logistic_L2,WA_clean
13,0.9085243646924642,0.6666666666666666,3,15,Logistic_L2,WA_clean
14,0.9662834183435819,0.7142857142857143,7,15,Logistic_L2,WA_clean
0,0.00984445658492632,0.17857142857142858,2100,15,Logistic_L2,WI_prevalence_shift
1,0.0997063649224766,0.6756756756756757,185,15,Logistic_L2,WI_prevalence_shift
2,0.16215471444006999,0.8426966292134831,89,15,Logistic_L2,WI_prevalence_shift
3,0.23259412297314985,0.8785046728971962,107,15,Logistic_L2,WI_prevalence_shift
4,0.293481271249823,0.9365079365079365,63,15,Logistic_L2,WI_prevalence_shift
5,0.37866462807784956,0.0,5,15,Logistic_L2,WI_prevalence_shift
6,0.44925215394451984,0.9696969696969697,33,15,Logistic_L2,WI_prevalence_shift
7,0.47916034723571965,0.975609756097561,41,15,Logistic_L2,WI_prevalence_shift
8,0.5447194746774647,0.875,8,15,Logistic_L2,WI_prevalence_shift
9,0.6362839157274378,0.8461538461538461,13,15,Logistic_L2,WI_prevalence_shift
10,0.6847901219960003,0.9259259259259259,27,15,Logistic_L2,WI_prevalence_shift
11,0.7997089653571516,1.0,13,15,Logistic_L2,WI_prevalence_shift
12,0.8527583461937689,1.0,21,15,Logistic_L2,WI_prevalence_shift
13,0.8979312377073116,0.9642857142857143,28,15,Logistic_L2,WI_prevalence_shift
14,0.9694149848241785,0.9879518072289156,83,15,Logistic_L2,WI_prevalence_shift
