fold,model,n_test,pi_test,pi_ref,target_sens_train,thr_from_train_inner_oof,TP,FP,TN,FN,sens_test,spec_test,ppv_observed_test,ppv_standardized_pi_ref
5,MLP,2816,0.02556818181818182,0.025424330658333924,0.8,0.9594524911463477,61,3,2741,11,0.8472222222222222,0.9989067055393586,0.953125,0.9528656505475465
5,GaussianNB,2816,0.02556818181818182,0.025424330658333924,0.8,0.06136290333594819,65,998,1746,7,0.9027777777777778,0.6362973760932945,0.06114769520225776,0.06081616075439985
6,Logistic_L2,2817,0.025559105431309903,0.025424330658333924,0.8,0.911639990088445,62,0,2745,10,0.8611111111111112,1.0,1.0,1.0
6,RandomForest,2817,0.025559105431309903,0.025424330658333924,0.8,0.926166248738034,64,0,2745,8,0.8888888888888888,1.0,1.0,1.0
6,ExtraTrees,2817,0.025559105431309903,0.025424330658333924,0.8,0.9469756848584178,63,0,2745,9,0.875,1.0,1.0,1.0
6,GradientBoosting,2817,0.025559105431309903,0.025424330658333924,0.8,0.9724217273431788,58,0,2745,14,0.8055555555555556,1.0,1.0,1.0
6,SVC_RBF,2817,0.025559105431309903,0.025424330658333924,0.8,0.45803752547147075,60,7,2738,12,0.8333333333333334,0.9974499089253187,0.8955223880597015,0.8950136941985977
6,MLP,2817,0.025559105431309903,0.025424330658333924,0.8,0.9088062714092281,66,0,2745,6,0.9166666666666666,1.0,1.0,1.0
6,GaussianNB,2817,0.025559105431309903,0.025424330658333924,0.8,0.05831510418297747,64,1042,1703,8,0.8888888888888888,0.6204007285974499,0.05786618444846293,0.057571117320725916
7,Logistic_L2,2816,0.02521306818181818,0.025424330658333924,0.8,0.9351485862428077,63,1,2744,8,0.8873239436619719,0.9996357012750455,0.984375,0.9845061298578962
7,RandomForest,2816,0.02521306818181818,0.025424330658333924,0.8,0.9492156243863782,57,2,2743,14,0.8028169014084507,0.9992714025500911,0.9661016949152542,0.9663809425356138
7,ExtraTrees,2816,0.02521306818181818,0.025424330658333924,0.8,0.9607064179398178,68,2,2743,3,0.9577464788732394,0.9992714025500911,0.9714285714285714,0.9716652242874686
7,GradientBoosting,2816,0.02521306818181818,0.025424330658333924,0.8,0.9713871489293843,63,3,2742,8,0.8873239436619719,0.9989071038251366,0.9545454545454546,0.9549154576624759
7,SVC_RBF,2816,0.02521306818181818,0.025424330658333924,0.8,0.41995277653024615,62,8,2737,9,0.8732394366197183,0.9970856102003643,0.8857142857142857,0.8865780038509572
7,MLP,2816,0.02521306818181818,0.025424330658333924,0.8,0.9799418330867028,59,3,2742,12,0.8309859154929577,0.9989071038251366,0.9516129032258065,0.9520055772723678
7,GaussianNB,2816,0.02521306818181818,0.025424330658333924,0.8,0.056744291260371706,69,984,1761,2,0.971830985915493,0.6415300546448087,0.06552706552706553,0.06605323293824927
8,Logistic_L2,2816,0.02521306818181818,0.025424330658333924,0.8,0.8944654133259818,62,0,2745,9,0.8732394366197183,1.0,1.0,1.0
8,RandomForest,2816,0.02521306818181818,0.025424330658333924,0.8,0.9281773428884313,61,0,2745,10,0.8591549295774648,1.0,1.0,1.0
8,ExtraTrees,2816,0.02521306818181818,0.025424330658333924,0.8,0.9425603823114413,62,0,2745,9,0.8732394366197183,1.0,1.0,1.0
8,GradientBoosting,2816,0.02521306818181818,0.025424330658333924,0.8,0.9642153593822936,64,0,2745,7,0.9014084507042254,1.0,1.0,1.0
8,SVC_RBF,2816,0.02521306818181818,0.025424330658333924,0.8,0.3954484996212466,64,2,2743,7,0.9014084507042254,0.9992714025500911,0.9696969696969697,0.969947521445401
8,MLP,2816,0.02521306818181818,0.025424330658333924,0.8,0.9463499715391891,65,0,2745,6,0.9154929577464789,1.0,1.0,1.0
8,GaussianNB,2816,0.02521306818181818,0.025424330658333924,0.8,0.0624027678811034,0,0,2745,71,0.0,1.0,,
9,Logistic_L2,2816,0.02556818181818182,0.025424330658333924,0.8,0.9285092657166234,54,1,2743,18,0.75,0.9996355685131195,0.9818181818181818,0.981714540025343
9,RandomForest,2816,0.02556818181818182,0.025424330658333924,0.8,0.9346739995908285,55,0,2744,17,0.7638888888888888,1.0,1.0,1.0
9,ExtraTrees,2816,0.02556818181818182,0.025424330658333924,0.8,0.9544991920287829,57,1,2743,15,0.7916666666666666,0.9996355685131195,0.9827586206896551,0.9826602450031688
9,GradientBoosting,2816,0.02556818181818182,0.025424330658333924,0.8,0.9562687038538463,58,1,2743,14,0.8055555555555556,0.9996355685131195,0.9830508474576272,0.9829541102349724
9,SVC_RBF,2816,0.02556818181818182,0.025424330658333924,0.8,0.49938671661842743,56,4,2740,16,0.7777777777777778,0.9985422740524781,0.9333333333333333,0.9329721815042992
9,MLP,2816,0.02556818181818182,0.025424330658333924,0.8,0.9703115433771728,57,1,2743,15,0.7916666666666666,0.9996355685131195,0.9827586206896551,0.9826602450031688
9,GaussianNB,2816,0.02556818181818182,0.025424330658333924,0.8,0.0603991757493574,65,908,1836,7,0.9027777777777778,0.6690962099125365,0.06680369989722508,0.06644366963925186
10,Logistic_L2,2816,0.02556818181818182,0.025424330658333924,0.8,0.9334144692789872,63,1,2743,9,0.875,0.9996355685131195,0.984375,0.9842856995629122
10,RandomForest,2816,0.02556818181818182,0.025424330658333924,0.8,0.9479514127781034,60,1,2743,12,0.8333333333333334,0.9996355685131195,0.9836065573770492,0.9835129386728089
10,ExtraTrees,2816,0.02556818181818182,0.025424330658333924,0.8,0.9532592928365465,60,1,2743,12,0.8333333333333334,0.9996355685131195,0.9836065573770492,0.9835129386728089
10,GradientBoosting,2816,0.02556818181818182,0.025424330658333924,0.8,0.9728240413240138,65,1,2743,7,0.9027777777777778,0.9996355685131195,0.9848484848484849,0.9847618485951524
10,SVC_RBF,2816,0.02556818181818182,0.025424330658333924,0.8,0.45483109944496036,56,3,2741,16,0.7777777777777778,0.9989067055393586,0.9491525423728814,0.9488723931400421
10,MLP,2816,0.02556818181818182,0.025424330658333924,0.8,0.9672521890730074,68,1,2743,4,0.9444444444444444,0.9996355685131195,0.9855072463768116,0.9854243211688578
10,GaussianNB,2816,0.02556818181818182,0.025424330658333924,0.8,0.05810664321876,66,2,2742,6,0.9166666666666666,0.999271137026239,0.9705882352941176,0.9704225078902758
11,Logistic_L2,2817,0.025559105431309903,0.025424330658333924,0.8,0.9316032771804773,65,1,2744,7,0.9027777777777778,0.9996357012750455,0.9848484848484849,0.9847673152740046
11,RandomForest,2817,0.025559105431309903,0.025424330658333924,0.8,0.9307787589713157,67,1,2744,5,0.9305555555555556,0.9996357012750455,0.9852941176470589,0.9852152995738743
11,ExtraTrees,2817,0.025559105431309903,0.025424330658333924,0.8,0.9548173981233484,68,1,2744,4,0.9444444444444444,0.9996357012750455,0.9855072463768116,0.9854295537024411
11,GradientBoosting,2817,0.025559105431309903,0.025424330658333924,0.8,0.9722429154465734,60,1,2744,12,0.8333333333333334,0.9996357012750455,0.9836065573770492,0.983518845898867
11,SVC_RBF,2817,0.025559105431309903,0.025424330658333924,0.8,0.4276820308760365,51,2,2743,21,0.7083333333333334,0.9992714025500911,0.9622641509433962,0.9620666528686169
11,MLP,2817,0.025559105431309903,0.025424330658333924,0.8,0.9522891905331964,69,1,2744,3,0.9583333333333334,0.9996357012750455,0.9857142857142858,0.9856376867601772
11,GaussianNB,2817,0.025559105431309903,0.025424330658333924,0.8,0.05803368029073417,68,854,1891,4,0.9444444444444444,0.6888888888888889,0.0737527114967462,0.07338294660383819
12,Logistic_L2,2816,0.02521306818181818,0.025424330658333924,0.8,0.8993173105995889,59,3,2742,12,0.8309859154929577,0.9989071038251366,0.9516129032258065,0.9520055772723678
12,RandomForest,2816,0.02521306818181818,0.025424330658333924,0.8,0.9229521358032877,58,0,2745,13,0.8169014084507042,1.0,1.0,1.0
12,ExtraTrees,2816,0.02521306818181818,0.025424330658333924,0.8,0.9446832779096801,60,0,2745,11,0.8450704225352113,1.0,1.0,1.0
12,GradientBoosting,2816,0.02521306818181818,0.025424330658333924,0.8,0.9644736873961893,61,0,2745,10,0.8591549295774648,1.0,1.0,1.0
12,SVC_RBF,2816,0.02521306818181818,0.025424330658333924,0.8,0.40102737191401044,60,8,2737,11,0.8450704225352113,0.9970856102003643,0.8823529411764706,0.8832387139173365
12,MLP,2816,0.02521306818181818,0.025424330658333924,0.8,0.9573516212328415,58,0,2745,13,0.8169014084507042,1.0,1.0,1.0
12,GaussianNB,2816,0.02521306818181818,0.025424330658333924,0.8,0.060441127576130745,0,0,2745,71,0.0,1.0,,
13,Logistic_L2,2816,0.02521306818181818,0.025424330658333924,0.8,0.91880643563341,61,0,2745,10,0.8591549295774648,1.0,1.0,1.0
13,RandomForest,2816,0.02521306818181818,0.025424330658333924,0.8,0.9260393405282896,60,1,2744,11,0.8450704225352113,0.9996357012750455,0.9836065573770492,0.9837440297453989
13,ExtraTrees,2816,0.02521306818181818,0.025424330658333924,0.8,0.9548478034400427,64,0,2745,7,0.9014084507042254,1.0,1.0,1.0
13,GradientBoosting,2816,0.02521306818181818,0.025424330658333924,0.8,0.9634145297857523,66,0,2745,5,0.9295774647887324,1.0,1.0,1.0
13,SVC_RBF,2816,0.02521306818181818,0.025424330658333924,0.8,0.45387344192214213,60,9,2736,11,0.8450704225352113,0.9967213114754099,0.8695652173913043,0.8705331427516776
13,MLP,2816,0.02521306818181818,0.025424330658333924,0.8,0.9647296865575871,62,0,2745,9,0.8732394366197183,1.0,1.0,1.0
13,GaussianNB,2816,0.02521306818181818,0.025424330658333924,0.8,0.05536868342355838,66,974,1771,5,0.9295774647887324,0.6451730418943533,0.06346153846153846,0.06397225558741833
14,Logistic_L2,2816,0.02556818181818182,0.025424330658333924,0.8,0.9101264117615595,64,1,2743,8,0.8888888888888888,0.9996355685131195,0.9846153846153847,0.984527436436736
14,RandomForest,2816,0.02556818181818182,0.025424330658333924,0.8,0.9373352109814311,63,1,2743,9,0.875,0.9996355685131195,0.984375,0.9842856995629122
14,ExtraTrees,2816,0.02556818181818182,0.025424330658333924,0.8,0.9544767106945885,62,1,2743,10,0.8611111111111112,0.9996355685131195,0.9841269841269841,0.9840362892098535
14,GradientBoosting,2816,0.02556818181818182,0.025424330658333924,0.8,0.970258657896968,62,2,2742,10,0.8611111111111112,0.999271137026239,0.96875,0.9685742500040065
14,SVC_RBF,2816,0.02556818181818182,0.025424330658333924,0.8,0.45613913415314605,63,4,2740,9,0.875,0.9985422740524781,0.9402985074626866,0.9399726611624455
14,MLP,2816,0.02556818181818182,0.025424330658333924,0.8,0.9540050124065407,62,2,2742,10,0.8611111111111112,0.999271137026239,0.96875,0.9685742500040065
14,GaussianNB,2816,0.02556818181818182,0.025424330658333924,0.8,0.06307894517979701,65,881,1863,7,0.9027777777777778,0.6789358600583091,0.06871035940803383,0.0683408059661853
15,Logistic_L2,2816,0.02556818181818182,0.025424330658333924,0.8,0.9288092939937752,57,1,2743,15,0.7916666666666666,0.9996355685131195,0.9827586206896551,0.9826602450031688
15,RandomForest,2816,0.02556818181818182,0.025424330658333924,0.8,0.9310930709847147,60,1,2743,12,0.8333333333333334,0.9996355685131195,0.9836065573770492,0.9835129386728089
15,ExtraTrees,2816,0.02556818181818182,0.025424330658333924,0.8,0.9554389055099386,59,1,2743,13,0.8194444444444444,0.9996355685131195,0.9833333333333333,0.9832381809069131
15,GradientBoosting,2816,0.02556818181818182,0.025424330658333924,0.8,0.9658956454122208,64,1,2743,8,0.8888888888888888,0.9996355685131195,0.9846153846153847,0.984527436436736
15,SVC_RBF,2816,0.02556818181818182,0.025424330658333924,0.8,0.4534097389340761,60,5,2739,12,0.8333333333333334,0.9981778425655977,0.9230769230769231,0.9226648132320225
15,MLP,2816,0.02556818181818182,0.025424330658333924,0.8,0.9591040210065023,64,1,2743,8,0.8888888888888888,0.9996355685131195,0.9846153846153847,0.984527436436736
15,GaussianNB,2816,0.02556818181818182,0.025424330658333924,0.8,0.05771333401301484,66,983,1761,6,0.9166666666666666,0.6417638483965015,0.06291706387035272,0.06257657556028588
