E_cos,E_rank,E_jaccard,E_mix,fold,model
0.8715815970664986,0.9959999126286734,0.8970449840015058,0.9215421645655594,1,Logistic_L2
0.9239037819886742,0.998175959094945,0.8901515151515151,0.9374104187450447,1,RandomForest
0.9395324823062985,0.9964238694467409,0.8333333333333333,0.9230965616954575,1,ExtraTrees
0.8394534685611532,0.9940357763636103,0.8386034255599473,0.8906975568282368,1,GradientBoosting
0.8762619013329069,0.9961889373308042,0.8998917748917749,0.9241142045184954,2,Logistic_L2
0.9299468253609919,0.9978526083187316,0.9128787878787878,0.9468927405195039,2,RandomForest
0.940891920523078,0.9970627922336383,0.8324592074592074,0.9234713067386412,2,ExtraTrees
0.8429642892663287,0.9950272514262428,0.8946886446886446,0.9108933951270721,2,GradientBoosting
0.8729853683683935,0.9963909484613409,0.8926406926406927,0.9206723364901425,3,Logistic_L2
0.9389849563803094,0.9978491166835064,0.8674242424242424,0.9347527718293528,3,RandomForest
0.9440009925433039,0.9964632348760208,0.761030636030636,0.9004982878166535,3,ExtraTrees
0.8431951643124003,0.9954973980610209,0.8809523809523809,0.9065483144419341,3,GradientBoosting
0.8753457202860683,0.9947370015588319,0.9228778467908902,0.9309868562119302,4,Logistic_L2
0.9242596861352531,0.9982774344237558,0.8513986013986015,0.9246452406525368,4,RandomForest
0.943324231555426,0.9956374356484581,0.9090909090909092,0.9493508587649311,4,ExtraTrees
0.8404841461258142,0.993837678196172,0.8701298701298701,0.9014838981506189,4,GradientBoosting
0.8739887016673947,0.9968327749649915,0.9138198757763976,0.9282137841362612,5,Logistic_L2
0.9266787034700363,0.9981825199998251,0.8712121212121212,0.9320244482273276,5,RandomForest
0.9403129359501472,0.9970854273554742,0.8257575757575757,0.9210519796877324,5,ExtraTrees
0.8487221326845025,0.994586514911396,0.8549574419139636,0.8994220298366207,5,GradientBoosting
0.871834217843369,0.9969190342490056,0.9188311688311688,0.9291948069745145,6,Logistic_L2
0.9356815091251964,0.9981262859272357,0.9423076923076923,0.9587051624533748,6,RandomForest
0.9405286287194652,0.997159674929033,0.7878787878787878,0.9085223638424287,6,ExtraTrees
0.8368210798444129,0.9947413917302983,0.8719613719613719,0.9011746145120277,6,GradientBoosting
0.8708595200844849,0.9961812229920299,0.9109730848861284,0.926004609320881,7,Logistic_L2
0.935836554539132,0.9982873836313153,0.8484848484848484,0.9275362622184318,7,RandomForest
0.9450612507779486,0.9967777209166022,0.8522727272727273,0.931370566322426,7,ExtraTrees
0.8509637730594901,0.9945618993578785,0.8611388611388612,0.9022215111854099,7,GradientBoosting
0.875099053363814,0.9954926861375659,0.9089497459062676,0.9265138284692158,8,Logistic_L2
0.9311261832727398,0.998101595530171,0.8484848484848484,0.9259042090959196,8,RandomForest
0.9408078407521492,0.9972217848285636,0.8135198135198135,0.9171831463668422,8,ExtraTrees
0.8517227058714774,0.9955011497263943,0.8690476190476191,0.9054238248818303,8,GradientBoosting
0.8757343622736014,0.9958373911636704,0.8882458121588557,0.9199391885320424,9,Logistic_L2
0.9273150722943291,0.9978689087465611,0.8636363636363638,0.9296067815590847,9,RandomForest
0.9437945209110724,0.9963320167784209,0.8187229437229437,0.9196164938041456,9,ExtraTrees
0.8489593880695454,0.9947863202167095,0.8339947089947091,0.8925801390936546,9,GradientBoosting
0.8746273083437612,0.9969059631207172,0.8910926030491249,0.9208752915045344,10,Logistic_L2
0.9309004146233775,0.9979029087654869,0.8295454545454546,0.919449592644773,10,RandomForest
0.9416979438672783,0.9967264365101236,0.8522727272727273,0.9302323692167098,10,ExtraTrees
0.8436935087140108,0.9945258120649652,0.860248447204969,0.8994892559946482,10,GradientBoosting
0.8746660266557926,0.9961661927941947,0.9316770186335404,0.9341697460278425,11,Logistic_L2
0.9313557281550101,0.9981092549079984,0.9128787878787878,0.9474479236472654,11,RandomForest
0.9393508814273108,0.9969039089871276,0.8106060606060606,0.9156202836734996,11,ExtraTrees
0.8372421368655842,0.9928845771568127,0.9113756613756614,0.913834125132686,11,GradientBoosting
0.8701823055391686,0.9956390959503763,0.8935817805383023,0.9198010606759491,12,Logistic_L2
0.9304217769947299,0.9979640347431746,0.8257575757575757,0.9180477958318267,12,RandomForest
0.9342904167838725,0.9964388501795501,0.8106060606060606,0.913778442523161,12,ExtraTrees
0.8492513124486002,0.9960487251135173,0.9345238095238095,0.9266079490286424,12,GradientBoosting
0.8739431329668562,0.9956728160877668,0.8900103519668736,0.9198754336738322,13,Logistic_L2
0.9308749841769299,0.998323907499989,0.9128787878787878,0.9473592265185689,13,RandomForest
0.9390497532671336,0.9967226093156103,0.7945804195804196,0.9101175940543879,13,ExtraTrees
0.8514317084630907,0.9945618153364634,0.8513986013986015,0.8991307083993852,13,GradientBoosting
0.8763261060686496,0.9961237686067969,0.9426406926406927,0.938363522438713,14,Logistic_L2
0.9301600529630012,0.9978373070547224,0.7331002331002331,0.8870325310393189,14,RandomForest
0.9382458420976186,0.9966778858140115,0.8333333333333333,0.922752353748321,14,ExtraTrees
0.8527541143607995,0.9955974274668498,0.865921115921116,0.9047575525829217,14,GradientBoosting
0.8715876287601091,0.9934663563841394,0.9117965367965368,0.9256168406469284,15,Logistic_L2
0.926083081738371,0.9979879874100499,0.9128787878787878,0.945649952342403,15,RandomForest
0.9407590446990611,0.9969243571406703,0.8901515151515151,0.9426116389970822,15,ExtraTrees
0.8489302061215227,0.9945023065241685,0.8886483886483887,0.9106936337646934,15,GradientBoosting
