primary_metric,full_best_model,demo_best_model,demo_best_matches_full,subsample_P(best_matches_full),subsample_q025,subsample_q50,subsample_q975,subsample_P(full_best_in_top1),subsample_P(full_best_in_top2),subsample_P(full_best_in_top3)
AUROC,SVC_RBF,RandomForest,0,0.002,0.0,0.0,0.0,0.002,0.007,0.037
