run_id,model,AUROC,AUPRC,LogLoss,Brier,ECE
475,SVC_RBF,0.8807588075880759,0.14342595997044935,0.09782203430766187,0.02265547570336851,0.0110021786653039
476,Logistic_L2,0.8617886178861789,0.08913835900197152,0.10529296715828271,0.023166006034698382,0.0093902317947059
476,RandomForest,0.9932249322493225,0.8958333333333334,0.04746936006282604,0.010212298091269471,0.028058373698348283
476,ExtraTrees,1.0,1.0,0.03289883317779849,0.006341220268779131,0.027417052178855903
476,GradientBoosting,1.0,1.0,0.02260899859669228,0.0021794053494077533,0.021275895492635245
476,GaussianNB,0.43191056910569103,0.021138310996532992,0.11363179242618811,0.02330565690768244,0.006682574868870757
476,MLP,0.491869918699187,0.04208697831960534,0.11579514230176796,0.023725302346581698,0.009392163463305596
476,SVC_RBF,0.8672086720867209,0.10725836455350114,0.10138329557484296,0.022567393396942737,0.00752493905731133
477,Logistic_L2,0.9044715447154472,0.22321234049175226,0.09458464555689329,0.022134339747200183,0.021349514175039466
477,RandomForest,0.9769647696476964,0.5917508417508417,0.06822933857186109,0.0169774323901713,0.025807981460010617
477,ExtraTrees,0.9986449864498645,0.9484126984126984,0.0401800075774396,0.007965260330744671,0.030849157319953566
477,GradientBoosting,1.0,1.0,0.022608998631762217,0.0021794053589972427,0.021275895520883634
477,GaussianNB,0.4983062330623306,0.023276741650281787,0.11323242071181287,0.02328421506405879,0.005253337308842747
477,MLP,0.7845528455284554,0.07660442655852692,0.108985359596379,0.02365006607427534,0.007911175542023308
477,SVC_RBF,0.7892953929539296,0.06839589038046262,0.10522640451025658,0.02296115448243002,0.009036497657472112
478,Logistic_L2,0.9349593495934959,0.431090566683787,0.08320111337601581,0.01891008254349752,0.019550395335514302
478,RandomForest,0.9966124661246613,0.8555555555555555,0.04718726811376384,0.010824515261466376,0.029836579037413307
478,ExtraTrees,0.9993224932249323,0.976190476190476,0.030492838715250326,0.005166417774789051,0.023689575309001756
478,GradientBoosting,1.0,1.0,0.02260899859669228,0.0021794053494077533,0.02127589549263525
478,GaussianNB,0.532520325203252,0.34790334044065385,0.09610877671537695,0.02005056838656653,0.017310563035576543
478,MLP,0.962059620596206,0.38765597147950087,0.08572821197059613,0.020293598630913415,0.02120326691976637
478,SVC_RBF,0.9173441734417345,0.176283811261601,0.09150044040270111,0.021696265454905512,0.01223592746169369
479,Logistic_L2,0.7371273712737128,0.07991043211262362,0.11460472073716542,0.025935582921017615,0.01237231789821179
479,RandomForest,0.9871273712737128,0.7242063492063492,0.05759969193562301,0.013615485707692157,0.030347647497168825
479,ExtraTrees,1.0,1.0,0.031371674743495004,0.005269071043716382,0.027457412670320657
479,GradientBoosting,1.0,1.0,0.02260899859669228,0.0021794053494077533,0.021275895492635248
479,GaussianNB,0.9668021680216802,0.703030303030303,0.0692580466950744,0.01479333801231078,0.026022889343347875
479,MLP,0.7378048780487805,0.197880018241464,0.10476464295319661,0.022475835476025337,0.01316446200183208
479,SVC_RBF,0.6131436314363143,0.036733692353932874,0.1158367181353191,0.02406164884573863,0.010374022883147508
480,Logistic_L2,0.9505420054200542,0.3855457408088987,0.08276290565315345,0.01890417982907042,0.01574295045117187
480,RandomForest,0.9918699186991871,0.8015873015873016,0.049909669517811395,0.011355523932424437,0.02336425629618582
480,ExtraTrees,0.9993224932249323,0.976190476190476,0.03496199768899885,0.006349031713645454,0.02710603087054743
480,GradientBoosting,1.0,1.0,0.027453307476331058,0.0036922593237085086,0.024944620931439742
480,GaussianNB,0.43191056910569103,0.021138310996532992,0.11335173203770064,0.02328900375938881,0.0058969060221088325
480,MLP,0.6971544715447153,0.1641205662852522,0.10662728965535828,0.022883830344611347,0.00843205689161992
480,SVC_RBF,0.8282520325203252,0.1285483526405314,0.10101917662397357,0.02273352839676804,0.009055146785648917
481,Logistic_L2,0.9742547425474255,0.5322434875066454,0.07321984065935537,0.017445498408210247,0.021799499996759637
481,RandomForest,0.994579945799458,0.8824786324786325,0.045421195878489515,0.009850502701565077,0.026625562543306093
481,ExtraTrees,1.0,1.0,0.0314698810879006,0.005818067202210613,0.026399697193807383
481,GradientBoosting,1.0,1.0,0.02260899859669226,0.0021794053494077533,0.021275895492635248
481,GaussianNB,0.6324525745257452,0.3571762954433773,0.09703330475565339,0.020348124918381994,0.019709275574712828
