bin,p_mean,y_mean,count,fold,model,world
1,0.09868424049414189,0.5,4,9,Logistic_L2,WI_prevalence_shift
2,0.15647390384500218,0.2,5,9,Logistic_L2,WI_prevalence_shift
3,0.22418022253416933,0.3333333333333333,6,9,Logistic_L2,WI_prevalence_shift
4,0.30694268045944734,0.5,2,9,Logistic_L2,WI_prevalence_shift
5,0.351059800057558,0.0,3,9,Logistic_L2,WI_prevalence_shift
6,0.43929098142911566,0.3333333333333333,3,9,Logistic_L2,WI_prevalence_shift
7,0.49765937175064,0.0,11,9,Logistic_L2,WI_prevalence_shift
9,0.6121027508253347,1.0,2,9,Logistic_L2,WI_prevalence_shift
10,0.6956038966328397,0.5,2,9,Logistic_L2,WI_prevalence_shift
12,0.8317843061197723,0.5714285714285714,7,9,Logistic_L2,WI_prevalence_shift
13,0.8982623890065462,1.0,1,9,Logistic_L2,WI_prevalence_shift
14,0.9624371272064974,0.75,4,9,Logistic_L2,WI_prevalence_shift
2,0.17083333333333334,0.0,2,9,RandomForest,WA_clean
3,0.24154761904761907,0.5714285714285714,7,9,RandomForest,WA_clean
4,0.30333333333333334,0.6,5,9,RandomForest,WA_clean
5,0.36516666666666664,0.2,5,9,RandomForest,WA_clean
6,0.4301190476190476,0.2857142857142857,7,9,RandomForest,WA_clean
7,0.5105555555555555,0.3333333333333333,6,9,RandomForest,WA_clean
8,0.5568749999999999,0.5,4,9,RandomForest,WA_clean
9,0.6366666666666667,0.7142857142857143,7,9,RandomForest,WA_clean
10,0.6888888888888888,0.3333333333333333,3,9,RandomForest,WA_clean
11,0.7483333333333334,0.6666666666666666,3,9,RandomForest,WA_clean
12,0.8066666666666666,1.0,1,9,RandomForest,WA_clean
2,0.17083333333333334,0.0,2,9,RandomForest,WI_prevalence_shift
3,0.24600000000000005,0.4,10,9,RandomForest,WI_prevalence_shift
4,0.3145833333333333,0.25,4,9,RandomForest,WI_prevalence_shift
5,0.36611111111111105,0.16666666666666666,6,9,RandomForest,WI_prevalence_shift
6,0.4298611111111111,0.3333333333333333,6,9,RandomForest,WI_prevalence_shift
7,0.5142857142857143,0.2857142857142857,7,9,RandomForest,WI_prevalence_shift
8,0.5521666666666667,0.4,5,9,RandomForest,WI_prevalence_shift
9,0.6326388888888889,0.6666666666666666,6,9,RandomForest,WI_prevalence_shift
10,0.6888888888888888,0.3333333333333333,3,9,RandomForest,WI_prevalence_shift
11,0.7508333333333334,1.0,1,9,RandomForest,WI_prevalence_shift
0,0.05059369035741907,0.5,4,10,Logistic_L2,WA_clean
1,0.10220779831673073,0.25,4,10,Logistic_L2,WA_clean
2,0.1483587453155162,1.0,1,10,Logistic_L2,WA_clean
3,0.22337515309288858,0.1111111111111111,9,10,Logistic_L2,WA_clean
4,0.3071257849165449,1.0,6,10,Logistic_L2,WA_clean
5,0.37885999994713554,1.0,1,10,Logistic_L2,WA_clean
6,0.41776592723170125,0.0,2,10,Logistic_L2,WA_clean
7,0.47245929989625185,0.0,1,10,Logistic_L2,WA_clean
8,0.5537966260133917,1.0,3,10,Logistic_L2,WA_clean
9,0.6355374785817176,0.0,2,10,Logistic_L2,WA_clean
10,0.697868285475287,0.5,6,10,Logistic_L2,WA_clean
11,0.7482461553576276,0.25,4,10,Logistic_L2,WA_clean
12,0.8197084684384813,0.0,2,10,Logistic_L2,WA_clean
13,0.8970171274472214,0.75,4,10,Logistic_L2,WA_clean
14,0.9488366716842457,1.0,1,10,Logistic_L2,WA_clean
0,0.050779931842096886,0.3333333333333333,3,10,Logistic_L2,WI_prevalence_shift
1,0.0982496947348674,0.25,4,10,Logistic_L2,WI_prevalence_shift
3,0.22052615051514132,0.06666666666666667,15,10,Logistic_L2,WI_prevalence_shift
4,0.30597402360954445,1.0,5,10,Logistic_L2,WI_prevalence_shift
5,0.37885999994713554,1.0,1,10,Logistic_L2,WI_prevalence_shift
7,0.47245929989625185,0.0,2,10,Logistic_L2,WI_prevalence_shift
8,0.5526759771384115,1.0,2,10,Logistic_L2,WI_prevalence_shift
9,0.6355374785817176,0.0,2,10,Logistic_L2,WI_prevalence_shift
10,0.7052805548861306,0.6666666666666666,3,10,Logistic_L2,WI_prevalence_shift
11,0.7487079637545587,0.14285714285714285,7,10,Logistic_L2,WI_prevalence_shift
12,0.8233451019884165,0.0,1,10,Logistic_L2,WI_prevalence_shift
13,0.8970171274472214,0.75,4,10,Logistic_L2,WI_prevalence_shift
14,0.9488366716842457,1.0,1,10,Logistic_L2,WI_prevalence_shift
2,0.19666666666666666,0.0,1,10,RandomForest,WA_clean
3,0.24458333333333332,0.0,4,10,RandomForest,WA_clean
4,0.31124999999999997,0.3333333333333333,6,10,RandomForest,WA_clean
5,0.3753333333333334,0.0,5,10,RandomForest,WA_clean
6,0.445625,0.0,4,10,RandomForest,WA_clean
7,0.4993333333333333,0.4,5,10,RandomForest,WA_clean
8,0.5709375000000001,0.625,8,10,RandomForest,WA_clean
9,0.6316666666666667,0.8571428571428571,7,10,RandomForest,WA_clean
10,0.6853125,0.75,8,10,RandomForest,WA_clean
11,0.7475,1.0,2,10,RandomForest,WA_clean
3,0.23791666666666667,0.0,4,10,RandomForest,WI_prevalence_shift
4,0.309375,0.5,4,10,RandomForest,WI_prevalence_shift
5,0.3730555555555556,0.0,9,10,RandomForest,WI_prevalence_shift
6,0.44821428571428573,0.0,7,10,RandomForest,WI_prevalence_shift
7,0.5155555555555555,0.6666666666666666,3,10,RandomForest,WI_prevalence_shift
8,0.5748809523809524,0.42857142857142855,7,10,RandomForest,WI_prevalence_shift
9,0.6308333333333334,0.625,8,10,RandomForest,WI_prevalence_shift
10,0.6815476190476192,0.7142857142857143,7,10,RandomForest,WI_prevalence_shift
11,0.7525,1.0,1,10,RandomForest,WI_prevalence_shift
0,0.0480850117622785,0.5,2,11,Logistic_L2,WA_clean
1,0.11039070317643965,0.5,4,11,Logistic_L2,WA_clean
2,0.16161478095158585,0.3333333333333333,6,11,Logistic_L2,WA_clean
3,0.24237356666328091,0.3333333333333333,3,11,Logistic_L2,WA_clean
4,0.3117779927095948,0.5,2,11,Logistic_L2,WA_clean
5,0.35925468621562384,0.5,4,11,Logistic_L2,WA_clean
6,0.455552416471636,1.0,2,11,Logistic_L2,WA_clean
7,0.4921373301530774,0.3333333333333333,6,11,Logistic_L2,WA_clean
8,0.5799976862255575,0.6666666666666666,3,11,Logistic_L2,WA_clean
9,0.6386984225793253,0.25,4,11,Logistic_L2,WA_clean
10,0.7123373326101876,0.3333333333333333,3,11,Logistic_L2,WA_clean
11,0.7599819730958672,0.5,4,11,Logistic_L2,WA_clean
12,0.8363282474407369,0.6666666666666666,3,11,Logistic_L2,WA_clean
13,0.8871814365137202,0.75,4,11,Logistic_L2,WA_clean
14,0.9553657021789795,0.0,1,11,Logistic_L2,WA_clean
1,0.10808751075550921,0.5,2,11,Logistic_L2,WI_prevalence_shift
2,0.15699431181475276,0.25,8,11,Logistic_L2,WI_prevalence_shift
3,0.22299573697446107,1.0,1,11,Logistic_L2,WI_prevalence_shift
4,0.308910522915673,1.0,1,11,Logistic_L2,WI_prevalence_shift
5,0.3533225633003279,0.2857142857142857,7,11,Logistic_L2,WI_prevalence_shift
6,0.455552416471636,1.0,2,11,Logistic_L2,WI_prevalence_shift
7,0.5008892216380673,0.2857142857142857,7,11,Logistic_L2,WI_prevalence_shift
8,0.5799976862255575,0.6666666666666666,3,11,Logistic_L2,WI_prevalence_shift
9,0.6408875089921748,0.0,4,11,Logistic_L2,WI_prevalence_shift
10,0.7101981166377783,0.16666666666666666,6,11,Logistic_L2,WI_prevalence_shift
11,0.7597126416557298,0.2,5,11,Logistic_L2,WI_prevalence_shift
12,0.8363282474407369,0.6666666666666666,3,11,Logistic_L2,WI_prevalence_shift
13,0.8813671695392677,0.5,2,11,Logistic_L2,WI_prevalence_shift
2,0.19208333333333333,0.0,2,11,RandomForest,WA_clean
3,0.21958333333333332,0.5,4,11,RandomForest,WA_clean
4,0.3005555555555556,0.3333333333333333,9,11,RandomForest,WA_clean
5,0.371875,0.125,8,11,RandomForest,WA_clean
6,0.4405555555555556,0.3333333333333333,3,11,RandomForest,WA_clean
7,0.49916666666666665,0.75,4,11,RandomForest,WA_clean
8,0.5654166666666667,0.75,4,11,RandomForest,WA_clean
9,0.6289583333333333,1.0,4,11,RandomForest,WA_clean
10,0.6992424242424243,0.5454545454545454,11,11,RandomForest,WA_clean
11,0.7366666666666666,0.5,2,11,RandomForest,WA_clean
2,0.18666666666666668,0.0,3,11,RandomForest,WI_prevalence_shift
3,0.21749999999999997,0.4,5,11,RandomForest,WI_prevalence_shift
4,0.2975,0.25,4,11,RandomForest,WI_prevalence_shift
5,0.3705128205128205,0.07692307692307693,13,11,RandomForest,WI_prevalence_shift
6,0.4420833333333334,0.5,2,11,RandomForest,WI_prevalence_shift
7,0.4991666666666667,0.75,4,11,RandomForest,WI_prevalence_shift
8,0.5761111111111111,0.6666666666666666,3,11,RandomForest,WI_prevalence_shift
9,0.6245833333333333,1.0,2,11,RandomForest,WI_prevalence_shift
10,0.6953205128205128,0.38461538461538464,13,11,RandomForest,WI_prevalence_shift
11,0.7366666666666666,0.5,2,11,RandomForest,WI_prevalence_shift
0,0.04976868113472758,0.5,6,12,Logistic_L2,WA_clean
1,0.08101967042438037,1.0,1,12,Logistic_L2,WA_clean
2,0.17498934172352199,0.4,5,12,Logistic_L2,WA_clean
3,0.2350503905390943,0.5,4,12,Logistic_L2,WA_clean
4,0.2958479408218843,0.5,4,12,Logistic_L2,WA_clean
5,0.3646754738555093,0.0,6,12,Logistic_L2,WA_clean
6,0.4298852982655811,0.6,5,12,Logistic_L2,WA_clean
7,0.48919395552334854,0.5,2,12,Logistic_L2,WA_clean
8,0.554295400259151,0.4,5,12,Logistic_L2,WA_clean
9,0.6297625969644526,0.75,4,12,Logistic_L2,WA_clean
10,0.6973677220765042,1.0,2,12,Logistic_L2,WA_clean
11,0.7557691277736891,0.5,2,12,Logistic_L2,WA_clean
12,0.8263407467760724,0.5,2,12,Logistic_L2,WA_clean
13,0.9075320636319818,0.0,2,12,Logistic_L2,WA_clean
14,0.9798189588292764,1.0,1,12,Logistic_L2,WA_clean
0,0.049759682335681836,0.16666666666666666,6,12,Logistic_L2,WI_prevalence_shift
1,0.08101967042438037,1.0,1,12,Logistic_L2,WI_prevalence_shift
2,0.1772900855444033,0.25,4,12,Logistic_L2,WI_prevalence_shift
3,0.22636848164427295,0.14285714285714285,7,12,Logistic_L2,WI_prevalence_shift
4,0.29617174603761554,0.4,5,12,Logistic_L2,WI_prevalence_shift
5,0.3627092215705657,0.0,6,12,Logistic_L2,WI_prevalence_shift
6,0.4263971186138838,0.5,6,12,Logistic_L2,WI_prevalence_shift
7,0.4683588675476518,1.0,1,12,Logistic_L2,WI_prevalence_shift
8,0.5506661304566705,0.0,4,12,Logistic_L2,WI_prevalence_shift
9,0.6198658681143002,1.0,3,12,Logistic_L2,WI_prevalence_shift
10,0.6973677220765042,1.0,2,12,Logistic_L2,WI_prevalence_shift
11,0.7515764932190504,1.0,1,12,Logistic_L2,WI_prevalence_shift
12,0.8263407467760724,0.5,2,12,Logistic_L2,WI_prevalence_shift
13,0.8827537134615489,0.0,2,12,Logistic_L2,WI_prevalence_shift
14,0.9798189588292764,1.0,1,12,Logistic_L2,WI_prevalence_shift
2,0.19416666666666665,0.0,1,12,RandomForest,WA_clean
3,0.23875000000000002,0.0,2,12,RandomForest,WA_clean
4,0.29303030303030303,0.18181818181818182,11,12,RandomForest,WA_clean
5,0.36833333333333335,0.7142857142857143,7,12,RandomForest,WA_clean
6,0.42777777777777776,0.4444444444444444,9,12,RandomForest,WA_clean
7,0.49924999999999997,0.6,10,12,RandomForest,WA_clean
8,0.5594444444444445,0.5,6,12,RandomForest,WA_clean
9,0.6466666666666666,1.0,1,12,RandomForest,WA_clean
10,0.6854166666666667,1.0,2,12,RandomForest,WA_clean
11,0.7779166666666666,0.5,2,12,RandomForest,WA_clean
3,0.23805555555555558,0.0,3,12,RandomForest,WI_prevalence_shift
4,0.29044444444444445,0.13333333333333333,15,12,RandomForest,WI_prevalence_shift
5,0.35649999999999993,0.4,5,12,RandomForest,WI_prevalence_shift
6,0.4341666666666667,0.3,10,12,RandomForest,WI_prevalence_shift
7,0.5072222222222222,0.4444444444444444,9,12,RandomForest,WI_prevalence_shift
8,0.5519999999999999,0.6,5,12,RandomForest,WI_prevalence_shift
9,0.6466666666666666,1.0,1,12,RandomForest,WI_prevalence_shift
10,0.6854166666666667,1.0,2,12,RandomForest,WI_prevalence_shift
11,0.7791666666666667,1.0,1,12,RandomForest,WI_prevalence_shift
0,0.000700848869820282,0.0,1,13,Logistic_L2,WA_clean
1,0.10411754800447762,0.3333333333333333,9,13,Logistic_L2,WA_clean
2,0.1836212287336426,0.3333333333333333,3,13,Logistic_L2,WA_clean
3,0.2461044905076295,0.5714285714285714,7,13,Logistic_L2,WA_clean
4,0.2899918406459219,0.5,6,13,Logistic_L2,WA_clean
5,0.35961032260373127,0.42857142857142855,7,13,Logistic_L2,WA_clean
6,0.45125862245919646,0.5,2,13,Logistic_L2,WA_clean
7,0.4958802077793886,0.75,4,13,Logistic_L2,WA_clean
8,0.535445298669368,1.0,1,13,Logistic_L2,WA_clean
9,0.6572880975140551,1.0,1,13,Logistic_L2,WA_clean
10,0.6997607052211801,0.25,4,13,Logistic_L2,WA_clean
11,0.764683972444783,0.0,2,13,Logistic_L2,WA_clean
12,0.8406791387417817,0.6666666666666666,3,13,Logistic_L2,WA_clean
1,0.10453797742302863,0.23076923076923078,13,13,Logistic_L2,WI_prevalence_shift
2,0.18124539142413812,0.14285714285714285,7,13,Logistic_L2,WI_prevalence_shift
3,0.24628442692831182,0.6,5,13,Logistic_L2,WI_prevalence_shift
4,0.2944525864585492,0.4,5,13,Logistic_L2,WI_prevalence_shift
5,0.35719387517069867,0.42857142857142855,7,13,Logistic_L2,WI_prevalence_shift
6,0.44985437631897884,0.3333333333333333,3,13,Logistic_L2,WI_prevalence_shift
7,0.5017657066291209,1.0,3,13,Logistic_L2,WI_prevalence_shift
8,0.535445298669368,1.0,1,13,Logistic_L2,WI_prevalence_shift
9,0.6572880975140551,1.0,1,13,Logistic_L2,WI_prevalence_shift
10,0.7019024678398059,0.0,3,13,Logistic_L2,WI_prevalence_shift
11,0.7955577739264177,0.0,2,13,Logistic_L2,WI_prevalence_shift
2,0.16416666666666666,0.0,1,13,RandomForest,WA_clean
3,0.2348333333333333,0.2,5,13,RandomForest,WA_clean
4,0.29009259259259257,0.2222222222222222,9,13,RandomForest,WA_clean
5,0.35858333333333337,0.1,10,13,RandomForest,WA_clean
6,0.435,0.6666666666666666,6,13,RandomForest,WA_clean
7,0.49819444444444444,0.6666666666666666,6,13,RandomForest,WA_clean
8,0.5527083333333334,1.0,4,13,RandomForest,WA_clean
9,0.621,0.8,5,13,RandomForest,WA_clean
10,0.6958333333333333,1.0,1,13,RandomForest,WA_clean
11,0.7491666666666668,0.5,2,13,RandomForest,WA_clean
12,0.8091666666666667,1.0,1,13,RandomForest,WA_clean
3,0.23490740740740743,0.1111111111111111,9,13,RandomForest,WI_prevalence_shift
4,0.2856481481481482,0.1111111111111111,9,13,RandomForest,WI_prevalence_shift
5,0.36154761904761906,0.14285714285714285,7,13,RandomForest,WI_prevalence_shift
6,0.42833333333333334,0.42857142857142855,7,13,RandomForest,WI_prevalence_shift
7,0.4923611111111111,0.5,6,13,RandomForest,WI_prevalence_shift
8,0.5527083333333334,1.0,4,13,RandomForest,WI_prevalence_shift
9,0.624,0.6,5,13,RandomForest,WI_prevalence_shift
10,0.6958333333333333,1.0,1,13,RandomForest,WI_prevalence_shift
11,0.7491666666666668,0.5,2,13,RandomForest,WI_prevalence_shift
0,0.03390733765060867,1.0,1,14,Logistic_L2,WA_clean
1,0.10254470854538904,0.25,4,14,Logistic_L2,WA_clean
2,0.16843701778649028,0.2,5,14,Logistic_L2,WA_clean
3,0.24524694688944157,0.6666666666666666,3,14,Logistic_L2,WA_clean
4,0.3159651079044196,0.5,2,14,Logistic_L2,WA_clean
5,0.35930762106893555,0.5,2,14,Logistic_L2,WA_clean
6,0.4424103693369332,0.0,4,14,Logistic_L2,WA_clean
7,0.47473410530042626,0.0,2,14,Logistic_L2,WA_clean
8,0.5760605189003727,0.8,5,14,Logistic_L2,WA_clean
9,0.631361593813144,0.5,2,14,Logistic_L2,WA_clean
10,0.7032680752695255,0.2857142857142857,7,14,Logistic_L2,WA_clean
11,0.7757564425541483,0.6666666666666666,6,14,Logistic_L2,WA_clean
13,0.9193657698182883,0.6666666666666666,3,14,Logistic_L2,WA_clean
14,0.954637369710219,0.75,4,14,Logistic_L2,WA_clean
1,0.1041605817644762,0.1111111111111111,9,14,Logistic_L2,WI_prevalence_shift
2,0.16926697622594722,0.0,6,14,Logistic_L2,WI_prevalence_shift
3,0.24494449815864944,0.5,2,14,Logistic_L2,WI_prevalence_shift
4,0.319465329132848,1.0,1,14,Logistic_L2,WI_prevalence_shift
5,0.35930762106893555,0.5,2,14,Logistic_L2,WI_prevalence_shift
6,0.4388314862414709,0.0,5,14,Logistic_L2,WI_prevalence_shift
7,0.47473410530042626,0.0,2,14,Logistic_L2,WI_prevalence_shift
8,0.5701379303674794,1.0,4,14,Logistic_L2,WI_prevalence_shift
9,0.6007068736857613,1.0,1,14,Logistic_L2,WI_prevalence_shift
10,0.7145756833852178,0.14285714285714285,7,14,Logistic_L2,WI_prevalence_shift
11,0.7694140139049668,0.6666666666666666,6,14,Logistic_L2,WI_prevalence_shift
13,0.9286690576444478,1.0,2,14,Logistic_L2,WI_prevalence_shift
14,0.9565004232839613,0.6666666666666666,3,14,Logistic_L2,WI_prevalence_shift
2,0.18083333333333335,1.0,1,14,RandomForest,WA_clean
3,0.23166666666666666,0.0,2,14,RandomForest,WA_clean
4,0.29541666666666666,0.25,8,14,RandomForest,WA_clean
5,0.36802083333333335,0.25,8,14,RandomForest,WA_clean
6,0.4276190476190476,0.42857142857142855,7,14,RandomForest,WA_clean
7,0.4906666666666667,0.3,10,14,RandomForest,WA_clean
8,0.5803333333333334,0.8,5,14,RandomForest,WA_clean
9,0.6152777777777778,1.0,3,14,RandomForest,WA_clean
10,0.6931944444444444,0.8333333333333334,6,14,RandomForest,WA_clean
2,0.18083333333333335,1.0,1,14,RandomForest,WI_prevalence_shift
3,0.21833333333333332,0.0,1,14,RandomForest,WI_prevalence_shift
4,0.30208333333333337,0.125,8,14,RandomForest,WI_prevalence_shift
5,0.36324074074074075,0.1111111111111111,9,14,RandomForest,WI_prevalence_shift
6,0.4244444444444444,0.5,6,14,RandomForest,WI_prevalence_shift
7,0.48512820512820526,0.23076923076923078,13,14,RandomForest,WI_prevalence_shift
8,0.5801388888888889,0.5,6,14,RandomForest,WI_prevalence_shift
9,0.6166666666666667,1.0,2,14,RandomForest,WI_prevalence_shift
10,0.6885416666666666,1.0,4,14,RandomForest,WI_prevalence_shift
0,0.03925725558410666,0.0,2,15,Logistic_L2,WA_clean
1,0.08158253148086503,0.5,2,15,Logistic_L2,WA_clean
2,0.17798806750063026,0.25,4,15,Logistic_L2,WA_clean
3,0.23098357690398563,0.3333333333333333,3,15,Logistic_L2,WA_clean
4,0.3247773912548359,0.0,3,15,Logistic_L2,WA_clean
5,0.36338455432054284,0.2,5,15,Logistic_L2,WA_clean
6,0.42880741259265026,0.5,4,15,Logistic_L2,WA_clean
7,0.48986767584841884,0.2,5,15,Logistic_L2,WA_clean
8,0.5783909177146009,0.6666666666666666,3,15,Logistic_L2,WA_clean
9,0.6170671432989894,0.5,2,15,Logistic_L2,WA_clean
10,0.6957431544506242,0.75,4,15,Logistic_L2,WA_clean
11,0.7577089817480942,1.0,4,15,Logistic_L2,WA_clean
12,0.8412001409945423,0.6666666666666666,3,15,Logistic_L2,WA_clean
13,0.8817430349004657,0.6666666666666666,3,15,Logistic_L2,WA_clean
14,0.9507911949523927,0.6666666666666666,3,15,Logistic_L2,WA_clean
0,0.06055286277889298,0.0,2,15,Logistic_L2,WI_prevalence_shift
1,0.077162048933564,0.3333333333333333,3,15,Logistic_L2,WI_prevalence_shift
2,0.18793639258681477,0.0,5,15,Logistic_L2,WI_prevalence_shift
3,0.2309835769039856,0.3333333333333333,3,15,Logistic_L2,WI_prevalence_shift
4,0.3250342633869375,0.0,2,15,Logistic_L2,WI_prevalence_shift
5,0.3801119061454918,0.0,3,15,Logistic_L2,WI_prevalence_shift
6,0.42880741259265026,0.5,4,15,Logistic_L2,WI_prevalence_shift
7,0.5044138318908723,0.0,6,15,Logistic_L2,WI_prevalence_shift
8,0.5512708123816172,1.0,1,15,Logistic_L2,WI_prevalence_shift
9,0.6170671432989894,0.5,2,15,Logistic_L2,WI_prevalence_shift
10,0.6980980663590138,0.5,6,15,Logistic_L2,WI_prevalence_shift
11,0.7577089817480942,1.0,4,15,Logistic_L2,WI_prevalence_shift
12,0.8412001409945423,0.6666666666666666,3,15,Logistic_L2,WI_prevalence_shift
13,0.879718478718755,0.5,2,15,Logistic_L2,WI_prevalence_shift
14,0.9475155004989229,0.5,4,15,Logistic_L2,WI_prevalence_shift
3,0.2540277777777778,0.0,6,15,RandomForest,WA_clean
4,0.2941666666666667,0.0,2,15,RandomForest,WA_clean
5,0.36953703703703705,0.2222222222222222,9,15,RandomForest,WA_clean
6,0.4321666666666667,0.2,5,15,RandomForest,WA_clean
7,0.49,0.5,6,15,RandomForest,WA_clean
8,0.5640277777777777,0.8333333333333334,6,15,RandomForest,WA_clean
9,0.6430208333333334,0.75,8,15,RandomForest,WA_clean
10,0.700138888888889,0.6666666666666666,6,15,RandomForest,WA_clean
11,0.75125,1.0,2,15,RandomForest,WA_clean
3,0.25321428571428567,0.0,7,15,RandomForest,WI_prevalence_shift
4,0.29333333333333333,0.0,1,15,RandomForest,WI_prevalence_shift
5,0.3612121212121212,0.09090909090909091,11,15,RandomForest,WI_prevalence_shift
6,0.43216666666666664,0.2,5,15,RandomForest,WI_prevalence_shift
7,0.49273809523809525,0.42857142857142855,7,15,RandomForest,WI_prevalence_shift
8,0.5622222222222223,0.5,6,15,RandomForest,WI_prevalence_shift
9,0.6428571428571429,0.7142857142857143,7,15,RandomForest,WI_prevalence_shift
10,0.6996666666666667,0.8,5,15,RandomForest,WI_prevalence_shift
11,0.7641666666666667,1.0,1,15,RandomForest,WI_prevalence_shift
