model,world,severity,AUROC_mean,AUROC_ci_lo,AUROC_ci_hi,Brier_mean,Brier_ci_lo,Brier_ci_hi,LogLoss_mean,LogLoss_ci_lo,LogLoss_ci_hi,ECE_mean,ECE_ci_lo,ECE_ci_hi,aECE_mean,aECE_ci_lo,aECE_ci_hi,Brier_REL_mean,Brier_REL_ci_lo,Brier_REL_ci_hi,Brier_RES_mean,Brier_RES_ci_lo,Brier_RES_ci_hi,Brier_UNC_mean,Brier_UNC_ci_lo,Brier_UNC_ci_hi
MLP,WI_prevalence_shift,7,0.641172138047138,0.5900051732603816,0.6897381804152638,0.30329613347007445,0.27037471383300404,0.34208150327248577,1.2259450497501578,1.0441975628622542,1.424475320359945,0.32689606517006503,0.29215308588681754,0.3708368050800949,0.31202488484655316,0.2757903072574778,0.3538298197184688,0.16607278438442094,0.13406182112712275,0.20338256937144436,0.09725375112136357,0.08334194027937972,0.11027319441240548,0.2295894809688581,0.22904913494809687,0.23012982698961934
MLP,WJ_concept_drift,8,0.6132358203614243,0.5747111513687602,0.6486676954732511,0.32992244497976386,0.3097237614410596,0.3483059249461377,1.3136517343801644,1.1774958394343533,1.4589796270125797,0.34144983493530195,0.3178672648447216,0.3644879538754864,0.3294973559567044,0.30299484222067025,0.3547555581560464,0.1604715861815644,0.13584311975392085,0.18355338289339487,0.08052622324746893,0.0701824312443932,0.08969518992695119,0.24869397923875436,0.24849799307958484,0.24888996539792382
MLP,WG_label_noise,9,0.5857310136129837,0.5488655339014792,0.6203262394428746,0.34371285854507067,0.3219099103116069,0.36581059785511455,1.4382973385060613,1.2211824634389168,1.6919612991755306,0.35793626821312635,0.3288948569836776,0.3875694454367315,0.328929269668297,0.3021540730927446,0.356973524179319,0.15832750141899823,0.13376182741064957,0.18173754932894243,0.06567658592848905,0.055326142509291305,0.07676957836729464,0.24722342688709473,0.24519515699090091,0.24868478687684226
RandomForest,WA_clean,0,0.740025049203793,0.7012989801395597,0.7788744073179458,0.20910097298474944,0.19923866893336967,0.218676068761801,0.6091093904062828,0.5876374902894574,0.6316067168419829,0.1708327668845316,0.1542042140522876,0.18915303104575162,0.21810261437908499,0.1994319444444444,0.23605950980392154,0.07019176502572018,0.06167744270595044,0.07945848339328401,0.10964604895552992,0.09534656452646417,0.12362355555555556,0.24869397923875436,0.24849799307958487,0.24888996539792385
RandomForest,WB_noise_outliers,1,0.7396985149400609,0.6946328166935051,0.7800095052782252,0.21043885183369643,0.20119658703068263,0.21993155529638703,0.61143836461409,0.5919607656149629,0.6311110623945436,0.16626843137254899,0.14851005392156866,0.1856797156862745,0.20776503267973856,0.19120647167755994,0.22849013943355118,0.0679137517117526,0.05840764394085876,0.07932897800781437,0.10642600538254518,0.09494919236191207,0.11925122593874152,0.24869397923875436,0.24849799307958487,0.24888996539792385
RandomForest,WC_missingness,2,0.7231705135086777,0.6891056092324209,0.757697430220075,0.21431240784313724,0.2058253373052832,0.2225851960711692,0.6196225492213094,0.601845193995464,0.6381884962813398,0.15841577342047933,0.13844922766884535,0.1792042276688453,0.19842169934640524,0.183535841503268,0.21529266013071893,0.06233118601579521,0.05344527082188029,0.07220261443100187,0.09670312956555173,0.08442985672177367,0.10933420671536588,0.24869397923875436,0.24849799307958487,0.24888996539792385
RandomForest,WD_shift,3,0.7369453390588655,0.7010179593845053,0.7718115942028987,0.21236201092955703,0.20331997744326435,0.2211644270810639,0.6151748036942581,0.5956342254772654,0.6343764506923354,0.14614409586056645,0.1288599368191721,0.16218927941176467,0.20436618736383444,0.19213873529411765,0.21616242647058823,0.0622319571735052,0.05572798389575769,0.06885513168405047,0.0982560707420223,0.08861421158528772,0.10749451557093423,0.24869397923875436,0.24849799307958487,0.24888996539792385
RandomForest,WE_surrogate_corrupt,4,0.7390297906602256,0.701757302290213,0.7746723474682412,0.20988526056644877,0.20031513202342047,0.21941620222721495,0.6103664983268137,0.5893818498020436,0.6318678696701321,0.1674267538126362,0.1499793355119826,0.18483491394335516,0.23337716775599127,0.2159843910675381,0.2509710408496732,0.075140290301985,0.06694944515278535,0.08376381533834876,0.11355541714725104,0.10041744675124951,0.127425790208894,0.24869397923875436,0.24849799307958487,0.24888996539792385
RandomForest,WF_nonlinear,5,0.5862363571300769,0.5361446032385042,0.6330177580962605,0.24584712247639798,0.2437406563612019,0.24810693403004722,0.6847254842183214,0.6804044386171508,0.6893364343312629,0.0759660566448802,0.05483852396514163,0.10293524291938995,0.2188097167755991,0.19118125708061,0.24460541013071893,0.07260083690026628,0.058951726606246986,0.0869050851190011,0.07542905549147765,0.06158389337434321,0.09043862796360377,0.24869397923875436,0.24854698961937718,0.24888996539792385
RandomForest,WH_subgroup_shift,6,0.7361893898729648,0.7040905126140632,0.7700887345679012,0.21100177342047935,0.2027422296160131,0.21955554757262166,0.6124022314093944,0.5941679369062207,0.631003287030721,0.14012226579520698,0.12682624128540304,0.15304625925925924,0.19271193899782135,0.17541473965141613,0.20851422603485842,0.05808139316146211,0.049177060536416725,0.06627801623498396,0.09539550429322056,0.08261863411508395,0.10713552864282967,0.24869397923875436,0.24849799307958487,0.24888996539792385
